Plot,Name,Authors,Proceedings,FOM,Power,Jitter,FracSpur,Area,Tech,Fref,Fout,TuningRange,TuningPercent,N,FOM_N,Architecture,PhaseDetector,Oscillator,URL,Tags (optional)
TRUE,A 18.9-22.3GHz Dual-Core Digital PLL with On-Chip Power Combination for Phase Noise and Power Scalability,"Karman, Saleh & Tesolin, Francesco & Dago, Alessandro & Mercandelli, Mario & Samori, Carlo & Levantino, Salvatore",RFIC'21,-241,18.5,206.3,,0.65,55,100,20,4.4,0.22,200,-264,DPLL,TDC,LC,https://ieeexplore.ieee.org/document/9490476,"5G, CPLL, DCO, Fractional-N, Frequency Synthesizer, Frequency conversion, Frequency synthesizers, PLL, Power demand, Radiofrequency integrated circuits, Scalability, System-on-chip, coupled PLL, jitter, mm-Wave, phase noise, power combiner, second harmonic extraction"
TRUE,A 2.3-3.9 GHz Fractional-N Frequency Synthesizer with Charge Pump and TDC Calibration for Reduced Reference and Fractional Spurs,"Jiang, Junning & Yan, Tanwei & Zhou, Dadian & Karsilayan, Aydin Ilker & Silva-Martinez, Jose",RFIC'21,-239.9,15.7,255,-75.6,0.42,40,47.2,3.1,1.6,0.52,66,-258.1,APLL,CP,LC,https://ieeexplore.ieee.org/document/9490444,"5G mobile communication, Charge pumps, DTC, Frequency synthesizers, Power demand, Radiofrequency integrated circuits, Synthesizers, TDC, charge pump calibration, jitter, phase locked loop, spur reduction, static phase error"
TRUE,A 23.6-38.3GHz Low-Noise PLL with Digital Ring Oscillator and Multi-Ratio Injection-Locked Dividers for Millimeter-Wave Sensing,"Zhang, Yan & Zhao, Yan & Huang, Rulin & Liang, Chia-Jen & Chiang, Ching-Wen & Kuan, Yen-Cheng & Chang, Mau-Chung Frank",RFIC'20,-232,29,466.4,,0.29,28,49,31.46,14.7,0.47,642,-260.1,APLL/APLL,SS/CP,LC,https://ieeexplore.ieee.org/document/9218347,"Mixers, Power harmonic filters, Tuning, Voltage-controlled oscillators, injection-locked oscillators, phase locked loops, phase noise, ring oscillators, spectroscopy"
TRUE,A 2.0-2.9 GHz Digital Ring-Based Injection-Locked Clock Multiplier Using a Self-Alignment Frequency Tracking Loop for Reference Spur Reduction,"Xu, Rongjin & Ye, Dawei & Lyu, Liangjian & Shi, C.-J. Richard",RFIC'20,-240.3,3.1,545,,0.045,65,100,2.4,0.9,0.38,24,-254.1,ILCM,BB,Ring,https://ieeexplore.ieee.org/document/9218274,"Calibration, Clocks, Delays, Oscillators, Tracking loops, clock multiplier, digital-controlled delay line (DCDL), frequency tracking loop (FTL), injection-locked, jitter, ring oscillator (RO)"
TRUE,"A 10-to-12 GHz 5 mW Charge-Sampling PLL Achieving 50 fsec RMS Jitter, -258.9 dB FOM and -65 dBc Reference Spur","Gong, Jiang & Sebastiano, Fabio & Charbon, Edoardo & Babaie, Masoud",RFIC'20,-258.9,5,50.5,,0.13,40,100,11.4,2.4,0.21,114,-279.5,APLL,CS,LC,https://ieeexplore.ieee.org/document/9218380,"Charge-sampling PLL, Clocks, Detectors, Frequency conversion, Gain, Voltage-controlled oscillators, charge-sampling phase detector, divider-less frequency tracking loop, jitter, low-jitter, phase locked loops"
TRUE,A –51dBc-Reference-Spur and 66fsrms-Jitter D-Band PLL with Complementary Power-Gating Injection-Locked Frequency-Multiplier-Based Phase Detector,"Kim, Jaeho & Bang, Jooeun & Jung, Seohee & Han, Myeongho & Choi, Jaehyouk",ASSCC'24,-245.9,59.5,66,,0.27,40,500,119.5,,0,239,-269.7,APLL,ILFM,LC,https://ieeexplore.ieee.org/document/10849317,"Clocks, Frequency modulation, High frequency, Radar imaging, Silicon, Solid state circuits, Voltage-controlled oscillators, jitter, phase locked loops, phase noise"
TRUE,A 13.75-14.75-GHz 32.1-fsRMS Jitter -100.6-dBc Reference Spur -261.4-dB FoM Sub-Sampling PLL Using a KPD-Doubled Isolated Sub-Sampling Phase Detector for Reliable Spur-Jitter-Joint Optimization,"Xu, Yiqing & Li, Yixi & Zhang, Zhao & Qi, Nan & Liu, Jian & Wu, Nanjian & Liu, Liyuan",ASSCC'24,-264.1,7,32.1,,0.167,28,125,14,1,0.07,112,-284.6,APLL,SS,LC,https://ieeexplore.ieee.org/document/10848887,"Clocks, Detectors, Integrated circuit reliability, Optimization, Tuning, Voltage-controlled oscillators, Wireless communication, jitter, phase locked loops, voltage"
TRUE,A Jitter-Programmable Bang-Bang Phase-Locked Loop Using PVT Invariant Stochastic Jitter Monitor,"Kim, Yong-Jo & Jang, Taekwang & Cho, SeongHwan",ASSCC'23,-225,11.2,1680,,0.108,28,36,2.88,,0,80,-244,APLL,BB,Ring,https://ieeexplore.ieee.org/document/10347921,"Bandwidth, Fabrication, Gain control, Generators, Solid state circuits, jitter, phase locked loops"
TRUE,"A 12.75-to-16-GHz Spur-Jitter-Joint-Optimization SS-PLL Achieving -94.55-dBc Reference Spur, 31.9-fs Integrated Jitter and -260.1-dB FoM","Li, Yixi & Zhang, Zhao & Chen, Yong & Shen, Xinyu & Zhang, Zhaoyu & Qi, Nan & Liu, Jian & Wu, Nanjian & Liu, Liyuan",ASSCC'23,-260.1,9.5,31.9,,0.134,40,125,14,3.25,0.23,112,-280.6,APLL,SS,LC,https://ieeexplore.ieee.org/document/10347983,"Detectors, Transceivers, Transistors, Voltage-controlled oscillators, jitter, phase locked loops, phase noise"
TRUE,A Low-Voltage Bias-Current-Free Pseudo-Differential Hybrid PLL Using a Time-Interleaving Flip-Flop Phase Detector,"Feng, Liqun & Liao, Qianxian & Rhee, Woogeun & Wang, Zhihua",ASSCC'23,-232.3,7.97,860,,0.046,65,50,1.6,,0,32,-247.4,APLL/DPLL,SS/BB,Ring,https://ieeexplore.ieee.org/document/10347998,"Detectors, Dynamic voltage scaling, Low voltage, Microprocessors, Regulation, Solid state circuits, phase noise"
FALSE,A 0.79–1.16-GHz Synthesizable Fractional-N PLL Using DTC-Based Multi-Stage Injection with Dithering-Assisted Local Skew Calibration Achieving −232.8-dB FoMref,"Xu, Zule",ASSCC'21,-226.6,3.36,2550,-48,0.075,65,24,1,0.37,0.37,42,-242.8,DPLL,BB,Ring,https://ieeexplore.ieee.org/document/9634799,"Conferences, Linearity, Phase modulation, System-on-chip, Wireless communication, jitter, phase noise"
TRUE,A 3.7-to-4.1GHz Narrowband Digital Bang-Bang PLL with a Multitaps LMS Algorithm to Automatically Control the Bandwidth Achieving 183fs Integrated Jitter,"Mercandelli, Mario & Bertulessi, Luca & Samori, Carlo & Levantino, Salvatore",ASSCC'21,-247.5,5.3,183,,0.61,65,52,3.9,0.4,0.1,75,-266.3,DPLL,BB,LC,https://ieeexplore.ieee.org/document/9634706,"Calibration, Production facilities, Temperature dependence, Transceivers, Wireless communication, jitter, phase noise"
TRUE,A 1.92GHz-3.84GHz 0.74ps-1.09ps-Jitter Inductor-less Injection-Locked Frequency Synthesizer with Automatic Frequency Selection and Timing Alignment,"Phan, Khoi T. & Chao, Yue & Luong, Howard C.",ASSCC'21,-234.5,4.3,740,,0.22,65,80,2.88,1.92,0.67,36,-250.1,ILCM,RO,Ring,https://ieeexplore.ieee.org/document/9634811,"Frequency conversion, Frequency synthesizers, Power demand, Voltage-controlled oscillators, jitter, phase noise, ring oscillators"
TRUE,A 3.2 GHz 178fsrms Jitter Injection Locked Clock Multiplier Using Sub-Sampling FTL and DLL for In-Band Noise Improvement,"Yoon, Dong-Hyun & Jung, Dong-Kyu & Seong, Kiho & Eom, Tae-Hyeok & Han, Jae-Soub & Kim, Ju Eon & Kim, Tony Tae-Hyoung & Baek, Kwang-Hyun",ASSCC'21,-245.1,9.85,178,,0.87,65,100,3.2,,0,32,-260.2,ILCM,SS,LC,https://ieeexplore.ieee.org/document/9634762,"Calibration, Power demand, Radio frequency, Topology, Tracking loops, Voltage-controlled oscillators, jitter"
TRUE,A 10 GHz Dual-Loop PLL with Active Noise Cancellation Achieving 12dB Spur and 29% Noise Reduction,"Lu, Yu-Sian & Lee, Cheng-Lung & Chen, Wei-Zen",ASSCC'21,-237.2,22.1,239.2,,,40,260,10.4,0.8,0.08,40,-253.2,APLL,SS,LC,https://ieeexplore.ieee.org/document/9634835,"Delays, High frequency, Noise cancellation, Noise reduction, Solid state circuits, Wireless communication, phase noise"
